"id","gender","overall6","address2","lcpoints","lcmaths","mathlev1","lcphysic","havephy","lcchem","havechem","lcappmth","haveappm","lcenr","haveenr","lcpch","havepch","lctdr","havetdr","caochc2","core1","core2","core3","award"
469,1,1,2,320,35,1,35,1,NA,0,NA,0,75,1,NA,0,60,1,1,"maths","elec","engsci",1
470,1,1,1,250,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","elec","engsci",1
471,1,1,1,310,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","elec","engsci",1
472,1,0,1,395,65,2,45,1,NA,0,NA,0,85,1,NA,0,NA,0,1,"maths","mech","engsci",2
473,1,0,2,425,60,2,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",2
474,1,0,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"maths","mech","engsci",2
475,1,0,1,355,60,2,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
476,1,0,2,425,60,2,55,1,50,1,NA,0,90,1,NA,0,NA,0,2,"maths","mech","engsci",2
477,1,0,2,360,75,2,60,1,50,1,60,1,NA,0,NA,0,60,1,1,"maths","mech","engsci",2
478,1,0,3,470,65,2,NA,0,NA,0,NA,0,NA,0,NA,0,85,1,1,"maths","mech","engsci",2
479,1,0,2,420,65,2,NA,0,NA,0,NA,0,90,1,NA,0,NA,0,2,"maths","mech","engsci",2
480,1,0,3,395,65,2,70,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
481,1,0,2,355,60,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
482,1,0,3,435,65,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
483,1,0,3,465,75,2,NA,0,NA,0,NA,0,NA,0,NA,0,90,1,1,"maths","mech","engsci",2
484,1,0,1,345,0,2,60,1,45,1,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
485,1,0,3,355,70,2,70,1,45,1,NA,0,NA,0,NA,0,65,1,4,"maths","mech","engsci",2
486,1,0,2,385,60,2,55,1,NA,0,NA,0,85,1,NA,0,NA,0,1,"maths","mech","engsci",2
487,1,0,3,455,75,2,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
488,1,0,1,355,65,2,60,1,NA,0,NA,0,NA,0,NA,0,70,1,1,"maths","mech","engsci",2
489,1,0,2,385,65,2,60,1,50,1,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
490,1,0,2,425,80,2,75,1,NA,0,75,1,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
491,1,0,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"maths","mech","engsci",2
492,1,0,2,440,80,2,NA,0,60,1,NA,0,NA,0,NA,0,60,1,1,"maths","mech","engsci",2
493,1,0,3,385,60,2,60,1,60,1,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
494,1,0,3,425,65,2,70,1,NA,0,NA,0,NA,0,NA,0,85,1,4,"maths","mech","engsci",2
495,1,0,2,425,75,2,55,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
496,1,0,2,415,60,2,NA,0,20,1,NA,0,NA,0,NA,0,65,1,4,"maths","mech","engsci",2
497,1,1,2,360,75,2,60,1,NA,0,NA,0,NA,0,NA,0,80,1,1,"maths","mech","engsci",2
498,1,1,1,455,70,2,70,1,NA,0,NA,0,NA,0,NA,0,90,1,1,"maths","mech","engsci",2
499,1,1,2,435,80,2,70,1,NA,0,NA,0,NA,0,NA,0,80,1,3,"maths","mech","engsci",2
500,1,1,3,485,85,2,80,1,NA,0,NA,0,90,1,NA,0,90,1,1,"maths","mech","engsci",2
501,1,1,2,455,90,2,65,1,75,1,NA,0,NA,0,NA,0,80,1,1,"maths","mech","engsci",2
502,1,1,3,380,85,2,70,1,65,1,85,1,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
503,1,1,1,430,75,2,80,1,NA,0,70,1,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
504,1,1,1,420,60,2,60,1,NA,0,NA,0,90,1,NA,0,80,1,1,"maths","mech","engsci",2
505,0,1,2,410,75,2,65,1,50,1,45,1,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
506,1,1,1,530,90,2,85,1,NA,0,NA,0,NA,0,NA,0,100,1,1,"maths","mech","engsci",2
507,1,1,3,385,75,2,65,1,50,1,65,1,NA,0,NA,0,85,1,2,"maths","mech","engsci",2
508,1,1,2,425,85,2,75,1,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
509,0,1,1,450,65,2,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
510,1,1,2,395,60,2,60,1,NA,0,NA,0,100,1,NA,0,NA,0,1,"maths","mech","engsci",2
511,1,1,1,540,85,2,NA,0,100,1,NA,0,NA,0,NA,0,100,1,1,"maths","mech","engsci",2
512,1,1,2,395,70,2,NA,0,60,1,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
513,1,1,2,490,70,2,75,1,NA,0,60,1,100,1,NA,0,NA,0,1,"maths","mech","engsci",2
514,0,1,3,435,70,2,65,1,55,1,NA,0,100,1,NA,0,NA,0,1,"maths","mech","engsci",2
515,1,1,3,420,60,2,25,1,NA,0,NA,0,100,1,NA,0,NA,0,2,"maths","mech","engsci",2
516,1,1,1,430,75,2,NA,0,NA,0,NA,0,NA,0,NA,0,100,1,4,"maths","mech","engsci",2
517,1,1,3,400,70,2,60,1,75,1,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",2
518,1,1,2,235,30,1,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
519,1,1,3,415,75,2,NA,0,NA,0,NA,0,85,1,NA,0,70,1,2,"maths","mech","engsci",2
520,1,1,3,390,80,2,70,1,NA,0,NA,0,NA,0,NA,0,75,1,3,"maths","mech","engsci",2
521,1,1,2,470,70,2,50,1,NA,0,NA,0,100,1,NA,0,NA,0,1,"maths","mech","engsci",2
522,1,1,2,425,85,2,60,1,NA,0,NA,0,NA,0,NA,0,80,1,4,"maths","mech","engsci",2
523,1,1,2,385,60,2,60,1,NA,0,NA,0,75,1,NA,0,NA,0,3,"maths","mech","engsci",2
524,0,1,3,475,80,2,70,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
525,1,1,1,280,45,1,NA,0,50,1,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
526,1,1,1,400,75,2,75,1,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
527,1,1,1,375,75,2,70,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
528,1,1,2,365,70,2,65,1,NA,0,40,1,75,1,NA,0,45,1,4,"maths","mech","engsci",2
529,1,1,3,400,80,2,NA,0,80,1,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
530,1,1,1,270,40,1,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
531,1,1,3,370,70,2,NA,0,60,1,NA,0,NA,0,NA,0,80,1,4,"maths","mech","engsci",2
532,1,1,3,390,60,2,NA,0,NA,0,NA,0,75,1,50,1,65,1,4,"maths","mech","engsci",2
533,0,1,3,380,70,2,65,1,55,1,NA,0,NA,0,NA,0,NA,0,2,"maths","mech","engsci",2
534,1,1,1,385,85,2,55,1,NA,0,85,1,NA,0,NA,0,NA,0,2,"maths","mech","engsci",2
535,1,1,1,390,70,2,65,1,70,1,45,1,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
536,1,1,2,395,65,2,75,1,NA,0,65,1,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
537,1,1,1,395,70,2,45,1,NA,0,75,1,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
538,1,1,2,495,85,2,70,1,NA,0,NA,0,100,1,NA,0,80,1,1,"maths","mech","engsci",2
539,1,1,1,440,70,2,70,1,NA,0,NA,0,NA,0,NA,0,60,1,1,"maths","mech","engsci",2
540,1,1,1,390,85,2,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
541,1,1,1,440,80,2,NA,0,NA,0,NA,0,90,1,65,1,50,1,1,"maths","mech","engsci",2
542,1,1,2,365,85,2,60,1,NA,0,NA,0,NA,0,NA,0,65,1,2,"maths","mech","engsci",2
543,1,1,3,385,65,2,NA,0,NA,0,NA,0,NA,0,70,1,60,1,3,"maths","mech","engsci",2
544,1,1,3,415,80,2,55,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
545,1,1,2,390,60,2,65,1,NA,0,NA,0,NA,0,NA,0,85,1,2,"maths","mech","engsci",2
546,1,1,2,385,70,2,60,1,75,1,35,1,NA,0,NA,0,NA,0,3,"maths","mech","engsci",2
547,1,1,2,460,100,2,50,1,80,1,NA,0,NA,0,NA,0,80,1,1,"maths","mech","engsci",2
548,1,1,2,440,70,2,70,1,NA,0,NA,0,NA,0,NA,0,85,1,1,"maths","mech","engsci",2
549,1,1,1,385,65,2,45,1,NA,0,NA,0,90,1,NA,0,NA,0,3,"maths","mech","engsci",2
550,1,1,3,415,60,2,55,1,NA,0,NA,0,90,1,NA,0,70,1,4,"maths","mech","engsci",2
551,1,1,3,440,60,2,75,1,NA,0,NA,0,NA,0,NA,0,75,1,2,"maths","mech","engsci",2
552,1,1,3,410,75,2,75,1,NA,0,NA,0,NA,0,NA,0,70,1,4,"maths","mech","engsci",2
553,1,1,2,455,70,2,65,1,NA,0,NA,0,100,1,NA,0,70,1,1,"maths","mech","engsci",2
554,1,1,3,405,65,2,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","mech","engsci",2
555,1,1,2,425,60,2,70,1,NA,0,NA,0,90,1,NA,0,70,1,3,"maths","mech","engsci",2
556,1,1,1,405,75,2,75,1,80,1,NA,0,NA,0,NA,0,NA,0,4,"maths","mech","engsci",2
557,1,1,1,415,80,2,55,1,NA,0,70,1,NA,0,NA,0,80,1,4,"maths","mech","engsci",2
558,1,1,3,450,85,2,NA,0,NA,0,NA,0,NA,0,NA,0,100,1,1,"maths","mech","engsci",2
559,1,1,2,270,45,2,45,1,NA,0,NA,0,65,1,NA,0,NA,0,1,"maths","mech","engsci",2
560,1,1,3,440,70,2,60,1,NA,0,NA,0,100,1,NA,0,50,1,1,"maths","mech","engsci",2
561,1,1,3,405,90,2,65,1,55,1,85,1,NA,0,NA,0,60,1,4,"maths","mech","engsci",2
562,1,1,3,375,65,2,NA,0,55,1,NA,0,85,1,NA,0,NA,0,1,"maths","mech","engsci",2
563,1,0,1,320,45,1,50,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","tech","elec",2
564,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"maths","tech","elec",2
565,1,1,2,295,35,1,30,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","tech","elec",2
566,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","tech","elec",2
567,1,1,1,350,55,2,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","tech","elec",2
568,1,1,1,310,60,1,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","tech","elec",2
569,1,1,3,335,50,1,NA,0,NA,0,NA,0,80,1,NA,0,45,1,2,"maths","tech","elec",2
570,1,1,2,370,65,2,NA,0,40,1,NA,0,NA,0,NA,0,70,1,4,"maths","tech","elec",2
571,1,1,3,435,60,1,75,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","tech","elec",2
572,1,1,2,340,50,1,45,1,NA,0,45,1,NA,0,NA,0,NA,0,2,"maths","tech","elec",2
573,1,1,3,350,45,1,60,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","tech","elec",2
574,1,1,1,400,50,1,75,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","tech","elec",2
575,1,1,1,400,45,2,55,1,NA,0,NA,0,80,1,NA,0,NA,0,4,"maths","tech","elec",2
576,1,1,1,375,60,1,45,1,NA,0,NA,0,85,1,NA,0,NA,0,1,"maths","tech","elec",2
577,1,1,2,365,50,2,55,1,NA,0,NA,0,100,1,NA,0,NA,0,3,"maths","tech","elec",2
578,1,0,1,370,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3,"maths","physics","elec",2
579,1,0,2,270,70,2,60,1,45,1,NA,0,NA,0,NA,0,NA,0,4,"maths","physics","elec",2
580,1,0,1,390,60,2,75,1,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","physics","elec",2
581,1,0,2,370,75,2,NA,0,75,1,NA,0,NA,0,NA,0,75,1,1,"maths","physics","elec",2
582,1,0,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","physics","elec",2
583,1,0,3,400,65,2,NA,0,70,1,NA,0,NA,0,NA,0,NA,0,2,"maths","physics","elec",2
584,1,0,3,315,60,2,45,1,45,1,NA,0,80,1,NA,0,65,1,3,"maths","physics","elec",2
585,1,0,3,375,70,2,80,1,NA,0,NA,0,NA,0,NA,0,65,1,2,"maths","physics","elec",2
586,1,1,1,435,85,2,80,1,NA,0,NA,0,85,1,NA,0,NA,0,1,"maths","physics","elec",2
587,1,1,1,395,80,2,45,1,NA,0,60,1,NA,0,NA,0,65,1,1,"maths","physics","elec",2
588,1,1,1,405,65,2,NA,0,NA,0,NA,0,90,1,NA,0,60,1,1,"maths","physics","elec",2
589,1,1,1,440,75,2,70,1,NA,0,NA,0,NA,0,NA,0,75,1,2,"maths","physics","elec",2
590,1,1,2,385,70,2,70,1,NA,0,NA,0,NA,0,NA,0,60,1,1,"maths","physics","elec",2
591,1,1,3,360,60,2,50,1,NA,0,NA,0,80,1,NA,0,NA,0,1,"maths","physics","elec",2
592,1,1,3,305,75,2,70,1,70,1,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
593,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
594,1,1,2,345,65,2,65,1,NA,0,NA,0,NA,0,NA,0,80,1,1,"maths","physics","elec",2
595,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"maths","physics","elec",2
596,1,0,1,300,45,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","physics","elec",2
597,1,0,3,395,65,2,80,1,55,1,55,1,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
598,1,0,2,320,60,2,60,1,50,1,NA,0,NA,0,NA,0,NA,0,4,"maths","physics","elec",2
599,1,0,1,250,25,1,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
600,1,0,1,365,80,2,NA,1,NA,0,65,1,NA,0,NA,0,NA,0,2,"maths","physics","elec",2
601,1,0,1,170,0,2,NA,0,NA,0,NA,0,70,1,45,1,NA,0,4,"maths","physics","elec",2
602,1,0,2,315,60,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
603,1,1,1,360,75,2,70,1,60,1,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
604,1,1,3,425,65,2,45,1,85,1,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
605,1,1,2,205,35,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,"maths","physics","elec",2
606,1,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,4,"maths","physics","elec",2
607,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,2,"maths","physics","elec",2
